0,16,16,1
1,1,1,1
2,38,38,1
3,33,33,1
4,11,11,1
5,38,38,1
6,18,18,1
7,12,12,1
8,25,25,1
9,35,35,1
10,12,12,1
11,7,7,1
12,23,23,1
13,7,7,1
14,4,4,1
15,9,9,1
16,21,21,1
17,20,20,1
18,27,27,1
19,38,38,1
20,4,4,1
21,33,33,1
22,9,9,1
23,3,3,1
24,1,1,1
25,11,11,1
26,13,13,1
27,10,10,1
28,9,9,1
29,11,11,1
30,5,5,1
31,17,17,1
32,34,34,1
33,23,23,1
34,2,2,1
35,17,17,1
36,3,3,1
37,12,12,1
38,16,16,1
39,8,8,1
40,7,7,1
41,30,30,1
42,18,18,1
43,12,12,1
44,24,24,1
45,25,25,1
46,3,3,1
47,10,10,1
48,18,18,1
49,8,8,1
50,25,5,0
51,13,13,1
52,15,15,1
53,9,9,1
54,13,13,1
55,35,35,1
56,5,5,1
57,26,26,1
58,9,9,1
59,16,16,1
60,38,38,1
61,10,10,1
62,4,4,1
63,9,9,1
64,15,15,1
65,9,9,1
66,26,26,1
67,2,2,1
68,5,5,1
69,28,28,1
70,11,11,1
71,25,25,1
72,30,30,1
73,34,34,1
74,5,5,1
75,12,12,1
76,1,1,1
77,10,10,1
78,25,25,1
79,25,25,1
80,21,21,1
81,33,33,1
82,25,25,1
83,7,7,1
84,10,10,1
85,35,35,1
86,3,3,1
87,7,7,1
88,22,22,1
89,13,13,1
90,3,3,1
91,1,1,1
92,2,2,1
93,14,14,1
94,12,12,1
95,32,32,1
96,3,3,1
97,38,38,1
98,9,9,1
99,33,33,1
100,1,1,1
101,10,10,1
102,5,5,1
103,11,11,1
104,33,33,1
105,4,4,1
106,35,35,1
107,25,25,1
108,33,33,1
109,4,4,1
110,1,1,1
111,14,14,1
112,16,16,1
113,10,10,1
114,30,23,0
115,3,3,1
116,27,27,1
117,29,29,1
118,1,1,1
119,17,17,1
120,13,13,1
121,7,7,1
122,1,1,1
123,8,8,1
124,2,2,1
125,10,10,1
126,10,10,1
127,30,31,0
128,1,1,1
129,6,6,1
130,36,36,1
131,3,3,1
132,14,14,1
133,13,13,1
134,11,11,1
135,10,10,1
136,18,18,1
137,40,40,1
138,2,2,1
139,38,38,1
140,41,41,1
141,4,4,1
142,6,6,1
143,18,18,1
144,17,17,1
145,25,25,1
146,2,2,1
147,41,41,1
148,11,11,1
149,21,21,1
150,7,7,1
151,24,24,1
152,11,11,1
153,25,25,1
154,17,17,1
155,3,3,1
156,6,6,1
157,9,9,1
158,7,7,1
159,4,4,1
160,13,13,1
161,16,16,1
162,4,4,1
163,25,21,0
164,18,18,1
165,9,9,1
166,13,13,1
167,14,14,1
168,29,29,1
169,17,17,1
170,13,13,1
171,38,38,1
172,26,26,1
173,25,25,1
174,33,33,1
175,1,1,1
176,3,3,1
177,40,40,1
178,13,13,1
179,2,2,1
180,8,8,1
181,4,4,1
182,36,36,1
183,25,25,1
184,20,20,1
185,25,25,1
186,18,18,1
187,1,1,1
188,10,10,1
189,8,8,1
190,10,10,1
191,29,29,1
192,12,12,1
193,38,38,1
194,31,31,1
195,2,2,1
196,8,8,1
197,38,38,1
198,18,11,0
199,28,28,1
200,17,17,1
201,9,9,1
202,4,4,1
203,1,1,1
204,17,17,1
205,9,9,1
206,2,2,1
207,31,31,1
208,13,13,1
209,15,15,1
210,15,15,1
211,38,38,1
212,25,25,1
213,5,5,1
214,25,25,1
215,13,13,1
216,10,10,1
217,5,5,1
218,4,4,1
219,10,10,1
220,2,2,1
221,4,4,1
222,5,5,1
223,1,1,1
224,14,14,1
225,12,12,1
226,12,12,1
227,5,5,1
228,8,8,1
229,36,36,1
230,25,25,1
231,13,13,1
232,33,33,1
233,18,18,1
234,33,33,1
235,19,19,1
236,12,12,1
237,30,20,0
238,4,4,1
239,18,18,1
240,12,12,1
241,13,13,1
242,20,20,1
243,0,0,1
244,10,10,1
245,40,40,1
246,5,5,1
247,8,8,1
248,12,12,1
249,38,38,1
250,20,20,1
251,14,14,1
252,0,0,1
253,36,36,1
254,34,34,1
255,28,28,1
256,35,35,1
257,13,13,1
258,25,25,1
259,15,15,1
260,35,35,1
261,14,14,1
262,18,18,1
263,25,25,1
264,1,1,1
265,12,12,1
266,5,5,1
267,25,25,1
268,2,2,1
269,18,18,1
270,18,18,1
271,18,18,1
272,34,34,1
273,9,9,1
274,25,25,1
275,18,18,1
276,34,34,1
277,39,39,1
278,31,31,1
279,1,1,1
280,9,9,1
281,35,35,1
282,31,31,1
283,26,26,1
284,1,1,1
285,1,1,1
286,33,33,1
287,30,30,1
288,17,17,1
289,13,13,1
290,1,1,1
291,31,31,1
292,13,13,1
293,35,35,1
294,5,5,1
295,1,1,1
296,33,33,1
297,28,28,1
298,35,35,1
299,26,26,1
300,12,12,1
301,5,5,1
302,2,2,1
303,14,14,1
304,4,4,1
305,3,3,1
306,32,32,1
307,1,1,1
308,7,7,1
309,38,38,1
310,19,19,1
311,11,11,1
312,38,38,1
313,38,38,1
314,1,1,1
315,42,42,1
316,2,2,1
317,40,40,1
318,17,17,1
319,4,4,1
320,8,8,1
321,4,4,1
322,5,5,1
323,6,6,1
324,31,31,1
325,35,35,1
326,9,9,1
327,38,38,1
328,8,8,1
329,2,2,1
330,4,4,1
331,18,18,1
332,3,3,1
333,25,25,1
334,10,10,1
335,6,42,0
336,7,7,1
337,34,34,1
338,4,4,1
339,22,22,1
340,10,10,1
341,29,29,1
342,9,9,1
343,2,2,1
344,38,38,1
345,38,38,1
346,18,18,1
347,7,7,1
348,13,13,1
349,28,28,1
350,17,17,1
351,2,2,1
352,16,16,1
353,14,14,1
354,12,12,1
355,40,40,1
356,35,35,1
357,3,3,1
358,38,38,1
359,10,10,1
360,9,9,1
361,38,38,1
362,13,13,1
363,39,39,1
364,3,3,1
365,11,11,1
366,7,7,1
367,38,38,1
368,19,19,1
369,13,13,1
370,10,10,1
371,18,18,1
372,3,3,1
373,5,5,1
374,26,26,1
375,1,1,1
376,41,41,1
377,13,13,1
378,1,1,1
379,18,18,1
380,19,19,1
381,13,13,1
382,38,38,1
383,4,4,1
384,35,35,1
385,25,25,1
386,34,34,1
387,12,12,1
388,17,17,1
389,9,9,1
390,4,4,1
391,33,33,1
392,28,28,1
393,2,2,1
394,1,1,1
395,5,5,1
396,4,4,1
397,38,38,1
398,4,4,1
399,12,12,1
400,38,38,1
401,36,36,1
402,10,10,1
403,0,0,1
404,38,38,1
405,36,36,1
406,8,8,1
407,25,25,1
408,5,5,1
409,2,2,1
410,25,25,1
411,14,14,1
412,2,2,1
413,26,26,1
414,29,29,1
415,10,10,1
416,10,10,1
417,14,14,1
418,9,9,1
419,2,2,1
420,3,3,1
421,4,12,0
422,19,19,1
423,9,9,1
424,10,10,1
425,13,13,1
426,13,13,1
427,20,20,1
428,38,38,1
429,34,34,1
430,11,11,1
431,13,13,1
432,34,34,1
433,34,34,1
434,12,12,1
435,6,6,1
436,10,10,1
437,10,10,1
438,8,8,1
439,3,3,1
440,22,22,1
441,17,17,1
442,7,7,1
443,30,30,1
444,25,25,1
445,1,1,1
446,31,31,1
447,38,38,1
448,38,38,1
449,8,8,1
450,9,9,1
451,10,10,1
452,2,2,1
453,40,40,1
454,1,1,1
455,38,38,1
456,14,14,1
457,8,8,1
458,39,39,1
459,6,42,0
460,35,35,1
461,25,25,1
462,25,25,1
463,17,17,1
464,2,2,1
465,38,38,1
466,7,7,1
467,13,13,1
468,14,14,1
469,7,7,1
470,8,8,1
471,35,35,1
472,3,3,1
473,1,1,1
474,35,35,1
475,12,12,1
476,35,35,1
477,36,36,1
478,24,24,1
479,13,13,1
480,33,33,1
481,2,2,1
482,35,35,1
483,6,6,1
484,2,2,1
485,10,10,1
486,12,12,1
487,31,31,1
488,9,9,1
489,14,14,1
490,17,17,1
491,26,26,1
492,4,10,0
493,3,3,1
494,10,10,1
495,5,5,1
496,30,11,0
497,9,9,1
498,31,31,1
499,40,40,1
500,22,22,1
501,30,30,1
502,9,9,1
503,7,7,1
504,23,23,1
505,4,4,1
506,32,32,1
507,42,42,1
508,1,1,1
509,3,3,1
510,8,8,1
511,2,2,1
512,25,25,1
513,22,22,1
514,38,38,1
515,33,33,1
516,3,3,1
517,1,1,1
518,8,8,1
519,4,4,1
520,18,18,1
521,26,26,1
522,31,31,1
523,14,14,1
524,11,11,1
525,13,13,1
526,3,3,1
527,5,5,1
528,18,18,1
529,4,4,1
530,13,13,1
531,15,15,1
532,23,23,1
533,1,1,1
534,12,12,1
535,31,31,1
536,38,38,1
537,6,41,0
538,10,10,1
539,35,35,1
540,8,8,1
541,6,6,1
542,5,5,1
543,12,12,1
544,4,4,1
545,1,1,1
546,1,1,1
547,1,1,1
548,12,12,1
549,12,12,1
550,4,4,1
551,5,5,1
552,9,9,1
553,13,13,1
554,38,38,1
555,4,4,1
556,13,13,1
557,8,8,1
558,13,13,1
559,24,24,1
560,17,17,1
561,10,10,1
562,10,10,1
563,18,18,1
564,12,12,1
565,23,23,1
566,10,10,1
567,10,10,1
568,1,1,1
569,23,23,1
570,3,3,1
571,8,8,1
572,41,41,1
573,6,6,1
574,13,13,1
575,33,33,1
576,3,3,1
577,2,2,1
578,13,13,1
579,0,0,1
580,17,17,1
581,10,10,1
582,7,7,1
583,1,1,1
584,35,35,1
585,10,10,1
586,2,2,1
587,30,30,1
588,5,5,1
589,5,5,1
590,35,35,1
591,13,13,1
592,16,16,1
593,17,17,1
594,11,11,1
595,3,3,1
596,4,4,1
597,29,29,1
598,2,2,1
599,26,26,1
600,2,2,1
601,11,11,1
602,4,4,1
603,19,19,1
604,3,3,1
605,9,9,1
606,7,7,1
607,38,38,1
608,28,28,1
609,9,9,1
