1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,4,0
1,5,0
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,4,0
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,3,0
1,1,1
1,1,1
1,1,1
1,1,1
2,2,1
2,3,0
2,2,1
2,2,1
2,2,1
2,2,1
2,2,1
2,2,1
2,2,1
2,2,1
2,2,1
2,2,1
2,2,1
2,2,1
2,2,1
2,2,1
3,3,1
3,3,1
3,3,1
3,3,1
3,3,1
3,3,1
3,3,1
3,3,1
3,3,1
3,3,1
3,3,1
3,3,1
3,3,1
3,3,1
3,5,0
3,3,1
3,3,1
3,3,1
3,3,1
3,3,1
3,3,1
3,3,1
3,3,1
3,2,0
3,3,1
3,3,1
3,3,1
3,5,0
3,2,0
3,3,1
3,3,1
3,3,1
3,3,1
3,2,0
3,2,0
3,3,1
3,3,1
3,3,1
3,3,1
3,3,1
3,3,1
3,3,1
3,2,0
3,3,1
3,3,1
3,3,1
3,6,0
3,3,1
3,3,1
3,3,1
3,3,1
3,3,1
3,3,1
3,3,1
3,3,1
3,3,1
3,3,1
4,5,0
4,6,0
4,3,0
4,4,1
4,3,0
4,6,0
4,6,0
4,4,1
4,3,0
4,4,1
4,4,1
4,4,1
4,4,1
4,4,1
4,4,1
4,4,1
4,4,1
4,4,1
4,4,1
4,4,1
4,4,1
4,4,1
4,4,1
4,4,1
4,4,1
4,4,1
4,4,1
4,6,0
4,4,1
4,4,1
4,4,1
4,4,1
4,4,1
4,4,1
4,4,1
4,4,1
4,4,1
4,3,0
4,4,1
4,4,1
4,4,1
4,4,1
4,3,0
4,4,1
4,6,0
4,4,1
4,4,1
4,4,1
5,5,1
5,5,1
5,5,1
5,5,1
5,5,1
5,5,1
5,5,1
5,5,1
5,6,0
5,5,1
5,5,1
5,5,1
5,5,1
5,5,1
5,5,1
5,5,1
5,5,1
5,5,1
5,5,1
5,5,1
5,5,1
5,5,1
5,5,1
5,5,1
5,3,0
5,5,1
5,5,1
5,5,1
5,3,0
5,5,1
5,5,1
5,4,0
5,5,1
5,5,1
5,6,0
5,5,1
5,5,1
5,5,1
5,5,1
5,5,1
5,5,1
5,5,1
5,5,1
5,5,1
5,1,0
5,5,1
5,5,1
5,5,1
5,4,0
5,5,1
5,5,1
5,5,1
5,5,1
5,5,1
5,6,0
5,1,0
5,5,1
5,5,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,1,0
6,6,1
6,6,1
6,4,0
6,5,0
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,3,0
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,2,0
6,7,0
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,3,0
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
6,6,1
7,7,1
7,7,1
7,7,1
7,7,1
7,7,1
7,7,1
7,7,1
7,4,0
7,7,1
7,7,1
7,3,0
7,7,1
7,7,1
7,7,1
7,7,1
7,7,1
7,7,1
7,2,0
7,7,1
7,5,0
7,7,1
7,7,1
7,7,1
7,7,1
7,7,1
7,7,1
7,7,1
7,7,1
7,7,1
7,7,1
7,7,1
7,2,0
7,7,1
7,7,1
7,7,1
7,7,1
7,7,1
7,3,0
7,7,1
7,7,1
7,7,1
7,7,1
7,7,1
7,7,1
7,7,1
7,7,1
7,3,0
7,7,1
7,7,1
7,7,1
7,7,1
7,7,1
7,7,1
7,7,1
7,1,0
7,7,1
7,7,1
7,7,1
7,7,1
7,7,1
7,7,1
7,7,1
7,7,1
7,7,1
7,7,1
